age,education.num,capital.gain,capital.loss,hours.per.week,workclass,marital.status,occupation,race,sex,native.country,income
34,9,0,0,57,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
52,9,0,0,22,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
32,10,15024,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
44,14,0,0,45,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
53,10,0,0,50,Private,Married-civ-spouse,Craft-repair,White,Male,?,>50K
46,4,0,0,75,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,Greece,<=50K
29,13,0,1590,40,Private,Never-married,Prof-specialty,Other,Female,United-States,<=50K
41,10,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
57,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
42,9,0,0,40,Private,Divorced,Other-service,White,Female,United-States,<=50K
51,15,15024,0,60,Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
52,10,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
36,14,10520,0,45,Self-emp-not-inc,Never-married,Sales,White,Male,United-States,>50K
45,13,0,0,45,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,China,>50K
30,10,8614,0,50,Private,Divorced,Exec-managerial,White,Male,United-States,>50K
46,9,0,0,40,Self-emp-not-inc,Widowed,Other-service,White,Female,United-States,<=50K
51,12,0,0,60,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
32,10,0,0,50,Local-gov,Married-spouse-absent,Prof-specialty,White,Male,Germany,<=50K
21,10,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
58,9,0,0,27,Private,Widowed,Adm-clerical,White,Female,United-States,<=50K
38,13,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
35,9,0,0,40,?,Married-civ-spouse,?,Black,Female,United-States,<=50K
31,13,0,0,36,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
52,10,0,0,24,Local-gov,Widowed,Adm-clerical,White,Female,United-States,<=50K
44,13,0,0,40,Federal-gov,Widowed,Exec-managerial,White,Female,United-States,>50K
18,9,0,0,30,Private,Never-married,Other-service,White,Female,?,<=50K
34,16,0,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
41,9,0,0,32,?,Separated,?,Black,Female,United-States,<=50K
50,9,0,0,44,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45,13,0,0,40,Self-emp-not-inc,Never-married,Exec-managerial,White,Female,United-States,<=50K
28,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
20,10,0,0,20,Private,Never-married,Other-service,White,Male,United-States,<=50K
37,10,0,0,70,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
36,13,3674,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
47,13,0,0,60,Self-emp-not-inc,Divorced,Exec-managerial,Asian-Pac-Islander,Male,Japan,<=50K
58,5,0,0,40,Private,Divorced,Other-service,White,Female,United-States,<=50K
34,7,0,0,60,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
28,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
23,7,0,0,40,Private,Never-married,Farming-fishing,White,Female,Puerto-Rico,<=50K
68,6,0,0,35,?,Married-civ-spouse,?,White,Male,United-States,<=50K
53,10,0,0,40,Private,Separated,Adm-clerical,White,Female,United-States,<=50K
17,6,0,1602,18,Private,Never-married,Other-service,White,Female,United-States,<=50K
33,14,0,0,30,State-gov,Never-married,Prof-specialty,White,Male,United-States,<=50K
37,7,0,0,30,Self-emp-not-inc,Divorced,Prof-specialty,Black,Female,United-States,<=50K
28,9,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
24,10,0,0,40,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
35,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
36,3,0,0,40,Private,Separated,Machine-op-inspct,White,Female,United-States,<=50K
56,14,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
22,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
46,13,0,0,50,Federal-gov,Divorced,Prof-specialty,White,Female,United-States,>50K
29,9,0,0,45,Self-emp-not-inc,Never-married,Farming-fishing,White,Male,United-States,<=50K
24,9,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
44,9,0,0,32,Private,Never-married,Other-service,Black,Male,United-States,<=50K
38,13,7688,0,60,State-gov,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,India,>50K
17,9,0,0,20,Private,Never-married,Sales,White,Female,United-States,<=50K
28,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
36,9,8614,0,45,Private,Divorced,Transport-moving,White,Male,United-States,>50K
38,9,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
40,4,0,0,40,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
51,11,0,0,50,Private,Married-civ-spouse,Other-service,White,Male,Germany,>50K
31,13,0,1902,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,Puerto-Rico,>50K
49,11,0,0,60,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
62,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
32,13,7688,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
30,13,0,0,60,Private,Never-married,Prof-specialty,White,Female,Outlying-US(Guam-USVI-etc),<=50K
17,5,0,0,40,Self-emp-inc,Never-married,Sales,White,Female,United-States,<=50K
35,10,0,0,40,Private,Never-married,Prof-specialty,Black,Female,United-States,<=50K
34,14,7688,0,38,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
67,10,9386,0,24,Private,Married-civ-spouse,Handlers-cleaners,White,Male,Cuba,>50K
37,9,7688,0,35,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
58,2,0,0,38,Private,Married-civ-spouse,Other-service,White,Male,Cuba,<=50K
18,7,0,0,15,Private,Never-married,Other-service,White,Female,United-States,<=50K
42,15,7430,0,44,Self-emp-not-inc,Divorced,Prof-specialty,White,Female,United-States,>50K
60,10,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
34,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
41,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,Germany,<=50K
21,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
33,8,0,0,40,Private,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
55,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
48,13,0,0,60,Local-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
37,2,0,0,77,Private,Married-spouse-absent,Farming-fishing,White,Male,Mexico,<=50K
30,9,0,0,30,Private,Married-civ-spouse,Sales,White,Female,United-States,<=50K
45,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
36,16,0,0,50,Private,Married-civ-spouse,Prof-specialty,White,Male,Canada,<=50K
23,10,0,0,15,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
33,9,0,0,55,Self-emp-not-inc,Never-married,Exec-managerial,White,Male,France,<=50K
51,13,0,0,8,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
69,9,0,0,35,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
25,9,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
41,9,0,0,40,Private,Divorced,Sales,White,Female,United-States,<=50K
33,3,0,0,40,Private,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,Philippines,<=50K
25,10,0,0,30,Private,Separated,Priv-house-serv,White,Female,El-Salvador,<=50K
49,9,5013,0,60,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
40,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
61,5,0,0,40,Private,Divorced,Handlers-cleaners,White,Male,Puerto-Rico,>50K
20,10,0,0,25,Private,Never-married,Adm-clerical,White,Male,Nicaragua,<=50K
23,13,0,0,40,State-gov,Never-married,Adm-clerical,White,Male,United-States,<=50K
50,7,0,0,70,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
21,10,0,0,25,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
35,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
36,9,0,0,50,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
44,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
40,9,0,0,50,Private,Divorced,Exec-managerial,White,Female,United-States,<=50K
63,14,0,0,40,Federal-gov,Divorced,Prof-specialty,White,Male,United-States,>50K
45,11,0,0,70,Private,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
37,9,0,0,25,Private,Divorced,Sales,White,Female,Canada,<=50K
32,13,0,0,65,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
26,13,0,0,55,Local-gov,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
38,10,0,0,40,Private,Divorced,Exec-managerial,Black,Female,United-States,<=50K
29,10,0,0,60,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
46,3,0,1902,40,Private,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,United-States,<=50K
47,13,0,0,45,Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,Germany,>50K
30,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
22,3,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Female,Mexico,<=50K
22,10,0,0,45,Private,Never-married,Other-service,White,Male,United-States,<=50K
55,13,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
38,10,0,0,40,Private,Separated,Exec-managerial,White,Male,United-States,<=50K
19,8,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
40,10,0,0,40,Private,Never-married,Adm-clerical,Black,Female,United-States,<=50K
35,9,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
24,10,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
24,10,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
37,10,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,White,Male,Philippines,>50K
44,14,0,0,40,Self-emp-inc,Divorced,Exec-managerial,Asian-Pac-Islander,Female,United-States,<=50K
80,7,0,0,25,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
22,9,0,0,40,Private,Never-married,Tech-support,White,Female,United-States,<=50K
32,6,0,0,45,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
47,14,15024,0,55,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
49,4,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
33,13,7688,0,38,Private,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,United-States,>50K
60,10,0,0,40,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
36,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K
24,13,0,0,45,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
48,11,0,0,15,Self-emp-not-inc,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
46,10,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
49,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
55,10,0,0,40,State-gov,Divorced,Adm-clerical,White,Male,United-States,<=50K
49,14,0,0,70,Local-gov,Separated,Prof-specialty,White,Female,United-States,<=50K
27,13,0,0,40,Self-emp-not-inc,Never-married,Prof-specialty,White,Female,United-States,<=50K
31,9,3325,0,40,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
25,10,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
38,7,0,0,45,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
69,9,0,0,32,Private,Divorced,Other-service,White,Female,United-States,<=50K
40,14,0,2415,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
63,11,0,0,40,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
26,9,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
36,9,3103,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
49,7,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
38,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,Nicaragua,<=50K
33,9,4416,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
31,10,15024,0,56,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
30,9,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
41,2,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,>50K
44,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
39,9,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
19,9,0,0,40,Private,Never-married,Craft-repair,White,Female,United-States,<=50K
51,14,0,1902,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
38,15,99999,0,70,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
50,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
28,11,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
66,6,1086,0,20,?,Divorced,?,White,Female,United-States,<=50K
21,10,0,0,40,?,Never-married,?,White,Female,United-States,<=50K
33,12,0,1887,60,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
31,12,0,0,45,Private,Separated,Transport-moving,White,Male,United-States,<=50K
17,7,0,0,20,Local-gov,Never-married,Prof-specialty,White,Female,Puerto-Rico,<=50K
25,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
50,11,0,0,40,Private,Married-civ-spouse,Other-service,Black,Female,United-States,<=50K
28,9,0,0,50,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
31,10,0,0,30,Private,Never-married,Other-service,White,Male,United-States,<=50K
22,12,0,0,60,Private,Never-married,Protective-serv,White,Male,United-States,<=50K
57,4,0,0,40,Private,Widowed,Machine-op-inspct,Black,Female,United-States,<=50K
33,10,0,0,40,Private,Separated,Machine-op-inspct,White,Male,United-States,<=50K
32,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
21,11,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
63,9,0,0,55,?,Married-civ-spouse,?,White,Male,United-States,>50K
26,14,0,0,20,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
37,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
23,9,0,0,40,?,Never-married,?,Black,Female,United-States,<=50K
35,10,0,0,40,Private,Never-married,Sales,Amer-Indian-Eskimo,Female,United-States,<=50K
32,13,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
19,10,0,0,35,?,Never-married,?,White,Female,United-States,<=50K
21,10,0,0,70,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
55,13,0,1590,38,Private,Never-married,Tech-support,White,Female,United-States,<=50K
43,9,0,0,40,Private,Married-civ-spouse,Farming-fishing,White,Male,Mexico,<=50K
30,10,0,0,40,Private,Divorced,Prof-specialty,White,Female,United-States,<=50K
60,14,0,0,40,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
36,10,0,0,56,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
34,11,0,0,40,State-gov,Never-married,Prof-specialty,White,Female,United-States,<=50K
19,9,0,0,35,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
34,9,0,0,48,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
35,9,0,0,40,?,Never-married,?,White,Male,United-States,<=50K
50,10,0,0,75,Self-emp-inc,Separated,Exec-managerial,White,Female,United-States,<=50K
48,16,0,0,40,Self-emp-inc,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
22,10,0,0,39,Private,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,United-States,<=50K
70,10,0,0,80,Private,Divorced,Other-service,White,Male,United-States,<=50K
23,10,0,0,40,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
36,10,0,0,48,Private,Never-married,Other-service,White,Male,United-States,<=50K
30,14,0,0,50,State-gov,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
21,9,0,0,35,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
36,10,0,0,45,Private,Divorced,Adm-clerical,White,Male,United-States,<=50K
30,9,0,0,99,Private,Never-married,Protective-serv,White,Male,United-States,<=50K
61,10,0,0,40,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
41,10,0,0,91,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
36,9,0,0,45,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
53,6,0,0,35,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
44,12,4386,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
22,10,0,0,24,Private,Never-married,Protective-serv,Asian-Pac-Islander,Male,India,<=50K
27,13,10520,0,45,Private,Never-married,Sales,White,Male,United-States,>50K
65,7,0,0,40,Private,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
34,10,0,1504,60,Self-emp-not-inc,Never-married,Craft-repair,White,Male,United-States,<=50K
32,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
27,10,0,0,40,?,Divorced,?,White,Female,United-States,<=50K
38,13,0,0,70,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
55,9,0,0,65,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
81,13,0,1668,3,Self-emp-not-inc,Widowed,Prof-specialty,White,Female,Hungary,<=50K
30,14,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
63,9,2105,0,40,Private,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Vietnam,<=50K
21,10,0,0,55,Private,Never-married,Sales,White,Female,United-States,<=50K
35,10,0,0,50,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
17,6,594,0,30,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
53,9,0,0,40,Local-gov,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
19,10,0,0,22,?,Never-married,?,White,Male,United-States,<=50K
36,13,0,0,50,Private,Divorced,Prof-specialty,White,Female,United-States,<=50K
27,15,0,0,45,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
57,9,0,0,62,Local-gov,Divorced,Adm-clerical,White,Female,United-States,<=50K
33,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
39,10,0,1721,55,Private,Divorced,Other-service,White,Female,United-States,<=50K
46,9,0,0,40,Private,Married-spouse-absent,Machine-op-inspct,White,Female,Columbia,<=50K
64,9,8614,0,50,Private,Widowed,Sales,White,Female,France,>50K
33,14,15024,0,44,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
28,13,0,0,48,Private,Never-married,Sales,White,Female,United-States,<=50K
59,6,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,Puerto-Rico,<=50K
40,7,0,0,37,Private,Never-married,Machine-op-inspct,White,Female,Dominican-Republic,<=50K
40,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
20,9,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
46,13,0,0,38,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
40,9,0,0,40,Local-gov,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
38,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
25,10,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,India,<=50K
41,11,0,0,45,Local-gov,Divorced,Craft-repair,White,Female,United-States,<=50K
17,6,0,0,40,?,Never-married,?,White,Male,United-States,<=50K
59,9,0,0,18,Private,Widowed,Prof-specialty,White,Female,United-States,<=50K
21,9,0,0,35,Private,Never-married,Other-service,White,Male,United-States,<=50K
38,14,0,0,45,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
61,14,0,0,70,Local-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
23,10,0,0,25,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
61,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
34,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
58,9,14344,0,48,Private,Divorced,Craft-repair,White,Male,United-States,>50K
65,10,0,0,40,Private,Divorced,Adm-clerical,White,Female,?,<=50K
27,12,0,0,42,Private,Never-married,Sales,White,Male,United-States,<=50K
29,6,5013,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
27,8,0,0,55,Private,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
21,5,0,0,40,Private,Married-spouse-absent,Handlers-cleaners,White,Male,United-States,<=50K
36,10,0,0,40,Private,Divorced,Tech-support,White,Female,United-States,<=50K
42,10,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
41,13,0,0,40,Federal-gov,Divorced,Prof-specialty,White,Male,United-States,<=50K
23,10,0,0,40,Federal-gov,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
18,10,0,0,40,Private,Never-married,Sales,White,Female,United-States,<=50K
47,10,0,0,70,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
39,7,0,0,30,Private,Never-married,Prof-specialty,White,Female,Puerto-Rico,<=50K
33,10,0,0,20,Private,Never-married,Tech-support,White,Male,United-States,<=50K
41,9,0,0,40,State-gov,Never-married,Other-service,White,Female,United-States,<=50K
41,13,0,0,40,Private,Divorced,Prof-specialty,White,Female,United-States,<=50K
72,9,0,0,30,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
50,13,0,0,50,Self-emp-not-inc,Married-civ-spouse,Tech-support,White,Female,United-States,>50K
61,8,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,Mexico,<=50K
31,13,0,0,40,Private,Never-married,Exec-managerial,White,Female,United-States,<=50K
36,10,0,0,4,Private,Divorced,Exec-managerial,White,Female,United-States,<=50K
64,7,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
25,13,0,0,13,?,Never-married,?,White,Male,United-States,<=50K
39,14,7688,0,38,State-gov,Married-civ-spouse,Prof-specialty,Other,Female,United-States,>50K
19,10,0,0,25,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
50,9,0,0,25,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
51,7,0,0,40,Self-emp-inc,Divorced,Sales,White,Male,United-States,<=50K
32,9,5178,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
35,9,7298,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45,9,0,0,45,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
50,10,0,0,40,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
48,15,15024,0,50,State-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
23,9,0,0,45,Local-gov,Never-married,Other-service,White,Female,United-States,<=50K
31,10,0,0,42,Private,Never-married,Craft-repair,White,Male,Mexico,<=50K
60,9,0,0,40,?,Married-civ-spouse,?,White,Male,United-States,<=50K
41,7,0,0,40,Private,Widowed,Other-service,White,Female,United-States,<=50K
63,9,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
33,13,0,0,40,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
55,6,0,0,35,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
56,13,0,0,40,Self-emp-not-inc,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
25,11,0,0,45,Self-emp-not-inc,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
60,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
68,6,0,0,20,Self-emp-not-inc,Widowed,Farming-fishing,White,Male,United-States,<=50K
19,10,0,0,12,Private,Never-married,Other-service,White,Female,United-States,<=50K
46,6,0,0,45,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
28,9,0,0,40,Federal-gov,Never-married,Craft-repair,White,Male,United-States,<=50K
28,6,0,0,48,Private,Married-civ-spouse,Craft-repair,Other,Female,Guatemala,<=50K
35,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Philippines,>50K
38,9,0,0,40,State-gov,Married-civ-spouse,Adm-clerical,Black,Female,United-States,<=50K
56,13,0,0,42,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
39,9,0,0,40,Private,Separated,Craft-repair,White,Male,United-States,<=50K
45,10,0,0,40,Private,Divorced,Exec-managerial,White,Female,United-States,<=50K
42,4,0,0,35,Local-gov,Married-spouse-absent,Other-service,White,Female,Puerto-Rico,<=50K
34,4,0,0,40,?,Separated,?,Black,Female,United-States,<=50K
56,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
50,16,0,1902,65,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
24,13,0,0,40,Private,Never-married,Exec-managerial,White,Male,United-States,<=50K
63,7,0,0,22,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
21,10,0,0,25,Private,Never-married,Sales,Black,Female,United-States,<=50K
46,3,0,2339,45,Private,Divorced,Craft-repair,White,Female,United-States,<=50K
41,9,0,0,45,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,Mexico,<=50K
34,9,0,2001,40,Private,Never-married,Machine-op-inspct,Black,Male,United-States,<=50K
59,6,0,0,40,Private,Married-civ-spouse,Transport-moving,Black,Male,United-States,>50K
30,8,0,0,75,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
25,10,0,0,40,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
39,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
53,5,0,0,75,Private,Married-spouse-absent,Machine-op-inspct,Black,Male,Haiti,<=50K
41,9,0,0,40,Private,Separated,Craft-repair,White,Male,United-States,<=50K
41,9,0,1887,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
