age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,sex,race,c_charge_degree,two_year_recid
39,0,5,0,0,3,1.0,Female,African-American,F,1
22,0,8,0,0,0,1.0,Male,African-American,M,0
35,0,7,0,0,0,1.0,Male,African-American,F,0
47,0,1,0,0,0,1.0,Male,Caucasian,M,0
43,0,4,0,0,7,0.0,Male,African-American,F,0
44,0,9,0,0,29,1.0,Male,African-American,F,1
33,0,9,0,0,2,5.0,Male,African-American,F,1
40,0,1,0,0,1,93.0,Female,Hispanic,M,0
32,0,7,1,0,5,50.0,Male,Caucasian,F,1
43,0,1,0,0,0,1.0,Male,African-American,M,0
30,0,7,0,0,2,1867.0,Male,African-American,M,0
47,0,1,0,0,7,1.0,Male,African-American,F,1
47,0,1,0,0,0,1.0,Male,Caucasian,M,0
32,0,7,0,0,6,1.0,Male,African-American,F,1
23,0,3,0,0,0,1.0,Male,African-American,F,1
51,0,1,0,0,1,17.0,Male,African-American,F,0
26,0,2,0,0,0,0.0,Male,Hispanic,F,0
22,0,4,0,0,1,0.0,Male,African-American,F,1
32,0,1,0,0,0,1.0,Female,African-American,M,1
43,0,1,0,0,0,1.0,Female,African-American,M,0
33,0,8,2,3,11,57.0,Male,African-American,F,1
45,0,1,0,0,0,1.0,Female,Caucasian,M,0
19,0,8,0,0,3,1.0,Male,African-American,F,1
23,1,10,1,2,4,1.0,Male,African-American,F,0
27,0,2,0,0,1,3.0,Male,Hispanic,F,0
42,0,6,0,0,5,1.0,Male,African-American,F,0
30,0,7,2,0,21,1.0,Male,African-American,F,1
30,0,3,0,0,1,1.0,Male,African-American,F,1
26,0,9,0,0,5,1.0,Male,Hispanic,F,1
56,0,2,0,0,1,60.0,Female,Caucasian,F,1
52,0,9,0,0,3,2.0,Male,Caucasian,M,0
29,0,7,1,0,6,55.0,Male,African-American,F,0
35,0,9,0,0,2,50.0,Male,Caucasian,F,0
26,0,4,0,0,5,1.0,Male,Caucasian,F,1
37,0,6,0,0,7,30.0,Female,Caucasian,F,1
30,0,1,0,0,0,0.0,Male,Caucasian,M,1
42,0,1,0,0,0,1.0,Female,Caucasian,M,0
27,0,2,0,0,1,1.0,Male,African-American,F,0
34,0,7,0,0,22,1.0,Male,African-American,F,1
31,0,2,0,0,6,2.0,Male,Other,M,1
29,0,5,0,0,1,1694.0,Female,Caucasian,F,0
31,0,3,0,0,6,0.0,Male,Caucasian,M,1
41,0,5,0,0,19,267.0,Male,African-American,F,1
22,0,3,0,0,1,1.0,Female,Caucasian,F,0
37,0,2,0,0,2,12.0,Male,Caucasian,M,0
36,0,4,0,0,4,215.0,Male,African-American,F,0
29,0,2,0,0,0,1.0,Male,African-American,M,1
22,0,4,0,0,0,1.0,Female,Other,F,0
33,0,1,0,0,1,1.0,Male,African-American,M,1
47,0,10,0,0,4,1.0,Male,African-American,F,1
34,3,7,1,0,9,1.0,Male,African-American,F,1
36,0,5,0,0,1,556.0,Male,African-American,M,0
33,0,6,0,1,11,0.0,Male,Hispanic,F,1
46,0,1,0,0,0,1.0,Male,African-American,M,0
50,0,9,0,0,11,0.0,Male,African-American,F,0
28,0,4,1,0,9,1.0,Male,Caucasian,M,0
48,0,3,0,0,0,1.0,Male,Caucasian,F,0
42,0,5,0,0,0,0.0,Male,African-American,F,1
32,0,3,0,0,0,1.0,Male,Other,M,1
33,0,9,0,0,7,1.0,Male,Caucasian,F,1
63,0,1,0,0,5,1.0,Male,Caucasian,M,0
29,0,2,0,0,5,0.0,Male,Caucasian,F,0
23,0,4,0,0,1,1.0,Male,Caucasian,M,0
20,0,10,0,1,1,1.0,Male,African-American,F,1
47,0,1,0,0,0,1.0,Female,Other,F,0
21,0,5,0,0,0,1.0,Female,African-American,M,0
32,0,7,0,0,11,0.0,Female,African-American,F,0
25,0,3,0,0,3,1.0,Male,African-American,F,1
31,0,5,0,0,6,1.0,Male,Caucasian,M,0
58,0,3,0,0,2,1.0,Male,Caucasian,M,1
28,0,3,0,0,1,1.0,Male,African-American,M,1
42,0,2,0,0,0,1.0,Male,Native American,M,0
24,0,3,0,0,0,1.0,Female,African-American,F,0
48,0,9,0,0,14,298.0,Male,African-American,F,1
38,0,1,0,0,0,1.0,Male,Caucasian,F,0
49,0,4,0,0,3,1.0,Male,African-American,F,0
26,0,8,0,0,1,1.0,Male,African-American,M,1
26,0,9,0,0,1,1.0,Male,African-American,F,0
32,0,10,1,3,12,1.0,Male,African-American,M,1
26,0,7,0,0,4,0.0,Male,Caucasian,M,1
24,0,3,0,0,3,1.0,Male,African-American,F,1
51,0,1,0,0,1,18.0,Male,Hispanic,F,0
49,0,2,0,0,12,1.0,Male,Caucasian,F,1
24,0,7,0,0,1,1.0,Male,Caucasian,F,0
36,0,1,0,0,3,2.0,Female,Caucasian,F,1
25,0,4,1,0,6,2.0,Male,African-American,F,1
24,0,5,0,0,1,1.0,Male,African-American,M,1
32,0,5,0,1,8,8.0,Female,Hispanic,M,1
40,0,1,0,0,0,1.0,Male,Caucasian,M,1
31,0,5,0,0,3,1.0,Male,Caucasian,F,1
49,0,2,0,0,3,1.0,Female,Caucasian,F,0
28,0,9,0,0,14,1.0,Male,Caucasian,F,0
30,0,4,0,0,4,1.0,Male,African-American,M,1
26,0,6,0,0,2,0.0,Female,Caucasian,F,1
57,0,1,0,0,0,2.0,Male,Caucasian,F,0
20,0,10,0,0,1,0.0,Male,African-American,F,1
19,0,6,0,0,0,1.0,Male,Caucasian,M,1
50,0,2,0,0,3,1.0,Male,Caucasian,F,0
20,0,5,0,0,0,1.0,Female,African-American,M,0
41,0,7,0,0,0,1.0,Male,African-American,F,0
24,0,6,0,0,1,1.0,Female,Caucasian,F,0
24,0,10,0,0,1,6.0,Male,Caucasian,F,1
33,0,7,0,0,3,1.0,Male,Caucasian,F,1
22,0,5,0,0,3,41.0,Male,African-American,F,1
34,0,7,0,0,10,1.0,Male,African-American,F,0
25,0,4,0,0,0,1.0,Male,African-American,F,0
22,0,10,0,0,3,1.0,Male,Caucasian,M,1
48,0,1,0,0,1,497.0,Male,Caucasian,F,0
61,0,4,0,0,2,1.0,Male,Hispanic,F,1
61,0,1,0,0,0,1.0,Female,Caucasian,M,0
22,0,4,1,1,1,1.0,Male,Caucasian,F,1
28,0,6,0,0,8,1.0,Male,African-American,F,1
27,0,7,4,4,9,1.0,Male,African-American,F,1
32,0,8,0,0,6,1.0,Male,African-American,F,1
43,0,1,0,0,0,1.0,Male,Caucasian,F,1
52,0,1,0,0,2,1.0,Male,Caucasian,F,0
39,0,2,0,0,0,1.0,Male,Caucasian,M,0
30,0,2,0,0,1,83.0,Male,African-American,F,0
47,0,2,0,0,6,0.0,Male,African-American,F,0
54,0,1,0,0,1,1.0,Male,Caucasian,F,0
42,0,1,0,0,1,1.0,Male,Caucasian,M,0
31,0,6,0,0,0,5.0,Female,African-American,M,1
30,0,10,0,1,7,1.0,Male,Caucasian,F,1
32,0,8,0,0,2,1427.0,Male,African-American,F,0
26,0,5,1,0,6,8.0,Male,African-American,M,0
36,0,9,0,0,1,1.0,Male,African-American,M,0
39,0,6,0,0,0,2.0,Female,Caucasian,M,0
41,0,1,0,0,0,1.0,Male,Caucasian,F,0
49,0,1,0,0,0,3.0,Male,Hispanic,F,0
21,0,5,0,0,0,3.0,Male,Hispanic,F,0
23,0,5,0,0,3,1.0,Female,African-American,F,1
25,1,7,1,0,2,1.0,Male,African-American,F,1
43,0,1,0,0,2,1.0,Male,African-American,M,0
29,0,3,0,0,11,1.0,Male,African-American,F,1
46,0,8,0,0,5,0.0,Male,Caucasian,F,1
30,0,1,0,0,1,1.0,Male,African-American,F,0
21,0,3,0,1,0,2.0,Male,African-American,F,1
50,0,1,0,0,1,4.0,Male,Caucasian,F,0
23,0,6,0,0,0,1.0,Female,Other,M,0
40,0,1,0,0,0,1.0,Female,Other,F,0
41,0,1,0,0,0,1.0,Male,Caucasian,F,0
33,0,4,0,0,2,588.0,Male,African-American,M,0
56,0,1,0,0,1,1.0,Male,Caucasian,M,0
35,0,3,0,0,3,1.0,Male,Caucasian,M,0
22,0,5,0,0,0,1.0,Female,African-American,M,0
55,0,3,0,0,5,1.0,Male,African-American,F,1
31,0,9,0,0,8,1.0,Male,African-American,F,1
23,0,6,0,0,1,0.0,Male,African-American,M,0
31,0,5,0,0,4,0.0,Male,African-American,F,1
24,0,6,0,0,2,179.0,Female,Hispanic,F,1
26,0,6,0,0,4,1.0,Male,Hispanic,F,0
47,0,9,1,1,21,1.0,Female,African-American,M,1
55,0,7,0,0,11,338.0,Male,Caucasian,M,0
24,0,2,0,0,1,1.0,Male,African-American,M,1
27,0,1,0,0,0,0.0,Male,African-American,M,0
24,0,4,0,0,2,1.0,Male,African-American,M,0
27,0,1,0,0,0,1.0,Male,Other,M,0
57,0,1,0,0,1,0.0,Male,Hispanic,F,0
35,0,1,0,0,0,1.0,Male,Other,F,0
45,0,6,0,0,1,1.0,Male,Hispanic,M,0
46,0,1,0,0,0,1.0,Male,Hispanic,F,0
41,0,4,0,0,8,1.0,Male,African-American,F,0
57,0,9,0,0,12,1.0,Male,African-American,F,0
23,0,2,0,0,0,1.0,Male,Caucasian,F,0
33,0,9,0,0,0,1.0,Female,African-American,M,0
42,0,4,0,0,2,43.0,Male,Caucasian,M,0
29,0,7,2,0,7,2.0,Male,African-American,F,1
19,0,5,0,0,1,48.0,Male,African-American,F,1
28,0,3,0,0,1,1.0,Male,Hispanic,F,0
28,0,3,0,0,2,1.0,Male,Native American,F,0
24,0,6,0,0,11,32.0,Male,African-American,F,1
31,0,1,0,0,0,0.0,Male,Caucasian,F,0
36,0,8,0,0,0,1.0,Male,Caucasian,F,1
34,0,7,0,0,4,152.0,Female,Native American,F,1
48,0,6,0,0,9,0.0,Male,African-American,F,1
47,0,9,0,0,21,124.0,Male,African-American,F,1
26,0,2,0,1,0,1.0,Male,Hispanic,F,0
26,0,2,0,0,0,1.0,Male,African-American,M,0
36,0,4,0,0,5,1.0,Male,African-American,F,0
33,0,3,0,0,1,1458.0,Female,Caucasian,M,0
24,0,5,0,0,1,628.0,Female,African-American,F,0
33,0,10,0,0,4,1.0,Male,African-American,F,0
34,0,8,1,0,9,1389.0,Male,African-American,F,0
25,0,1,0,0,0,1.0,Male,African-American,M,1
35,0,9,0,0,1,1471.0,Male,African-American,M,0
41,0,1,0,0,4,0.0,Male,African-American,M,1
29,0,10,0,0,1,61.0,Male,Caucasian,M,0
48,0,2,0,0,0,1.0,Female,African-American,F,0
41,0,3,0,0,0,2.0,Male,Hispanic,F,0
25,0,5,0,0,4,1.0,Female,African-American,F,0
38,1,8,0,4,14,933.0,Male,African-American,F,0
44,0,5,0,0,4,231.0,Male,Caucasian,M,1
50,0,5,0,0,4,3.0,Male,African-American,M,0
20,0,4,0,0,0,2.0,Male,Hispanic,M,1
38,0,1,0,0,3,82.0,Male,Hispanic,F,1
62,0,1,0,0,1,2.0,Female,Caucasian,M,1
42,0,4,0,0,1,1.0,Male,African-American,F,0
35,0,2,0,0,4,0.0,Male,Caucasian,F,1
33,0,3,0,0,4,1.0,Male,Other,F,1
22,0,7,0,0,0,1.0,Male,African-American,F,0
55,0,1,0,0,0,0.0,Male,Caucasian,M,0
43,0,1,0,0,1,1.0,Male,Caucasian,F,0
50,1,10,0,0,13,356.0,Male,African-American,M,1
30,0,2,0,0,1,0.0,Male,African-American,M,0
46,0,2,0,0,2,14.0,Male,Caucasian,F,0
31,0,2,0,0,2,1.0,Male,African-American,F,0
28,0,3,0,0,3,1.0,Male,Caucasian,M,1
41,0,7,0,0,12,45.0,Female,Caucasian,F,1
36,0,8,0,0,9,1.0,Male,African-American,M,0
46,0,3,0,0,3,35.0,Male,African-American,F,1
29,0,1,0,0,1,1.0,Male,African-American,M,1
42,0,3,0,0,6,5.0,Male,Caucasian,F,0
28,0,4,0,0,5,1.0,Male,African-American,F,0
26,0,4,0,0,0,1.0,Male,African-American,F,0
43,1,4,0,0,8,45.0,Male,African-American,F,1
32,0,2,0,0,0,1.0,Female,Other,M,0
26,0,9,0,0,5,1.0,Female,African-American,F,1
25,0,3,0,0,0,1.0,Female,African-American,M,0
25,0,4,0,0,5,1.0,Male,Caucasian,F,1
50,0,1,0,0,1,1.0,Male,Caucasian,F,0
39,0,1,0,0,4,2.0,Female,Caucasian,F,1
54,0,5,0,0,12,0.0,Male,African-American,M,1
38,0,7,0,0,2,66.0,Male,African-American,M,1
30,0,2,0,0,0,1.0,Female,African-American,F,0
30,0,2,0,0,0,1.0,Female,African-American,M,0
38,1,9,2,2,22,15.0,Male,African-American,M,1
26,0,6,0,0,6,1.0,Female,African-American,F,1
50,0,8,0,0,15,1.0,Male,African-American,M,0
27,0,6,0,0,6,230.0,Male,Caucasian,F,1
30,0,2,0,0,1,1.0,Male,Other,M,1
23,0,3,0,0,1,1.0,Female,African-American,F,0
50,0,1,0,0,1,4.0,Male,Caucasian,F,0
30,0,5,0,0,0,0.0,Male,African-American,F,0
29,0,7,0,0,6,1.0,Male,African-American,M,1
20,0,5,1,2,1,1.0,Male,African-American,M,1
43,0,1,0,0,0,0.0,Male,Caucasian,M,0
32,2,10,0,0,26,32.0,Male,African-American,F,1
45,0,5,0,0,5,4.0,Male,Caucasian,F,1
37,1,9,0,0,17,1.0,Male,African-American,F,1
20,0,7,0,1,0,1.0,Female,African-American,M,1
29,0,3,0,0,2,1.0,Male,Caucasian,F,0
55,0,1,0,0,1,1.0,Male,Caucasian,M,0
28,0,8,0,0,13,1.0,Male,African-American,F,1
57,0,1,0,0,2,4620.0,Male,African-American,M,0
22,0,3,0,0,0,1.0,Male,African-American,F,0
27,0,7,0,0,2,169.0,Male,African-American,F,0
26,0,6,0,0,7,1.0,Male,Caucasian,F,1
53,0,4,0,0,8,1.0,Male,Caucasian,M,0
29,0,6,0,0,10,94.0,Male,Caucasian,F,1
24,0,5,0,3,3,1.0,Male,Caucasian,M,1
56,0,1,0,0,1,2.0,Male,Caucasian,F,1
28,0,2,0,0,0,1.0,Male,Caucasian,F,1
26,0,6,0,0,3,1.0,Female,Caucasian,F,1
39,0,1,0,0,1,99.0,Male,Caucasian,F,0
21,0,4,0,0,1,40.0,Male,African-American,F,0
53,0,1,0,0,1,1.0,Male,Caucasian,M,0
27,0,7,0,0,8,1.0,Male,African-American,F,1
31,0,7,0,0,0,1.0,Male,African-American,F,0
47,0,1,0,0,0,3.0,Female,Caucasian,M,0
20,0,5,0,0,0,1.0,Female,Other,M,1
25,0,9,1,0,11,1.0,Male,African-American,F,1
55,0,1,0,0,0,1.0,Female,Caucasian,M,0
27,0,5,0,0,4,1.0,Male,African-American,F,1
30,0,7,0,0,4,1.0,Female,Other,F,1
57,0,5,0,0,8,1.0,Male,African-American,F,1
48,0,1,0,0,2,67.0,Female,Caucasian,F,0
40,0,1,0,0,0,0.0,Female,Caucasian,M,0
21,0,6,0,2,0,0.0,Female,Caucasian,F,0
31,0,1,0,0,0,1.0,Male,Hispanic,M,1
22,0,3,0,0,0,1.0,Male,African-American,F,0
24,0,10,0,0,0,1.0,Male,Hispanic,F,0
23,0,10,0,0,2,20.0,Female,African-American,F,1
33,0,3,0,0,0,2.0,Male,Caucasian,M,1
30,0,10,1,0,19,1.0,Male,African-American,F,1
48,0,1,0,0,0,1.0,Female,Other,M,0
30,0,2,0,0,2,1.0,Male,Hispanic,M,1
58,0,1,0,0,1,43.0,Male,Caucasian,M,0
52,0,4,0,0,0,1.0,Male,African-American,F,1
48,0,2,0,0,3,4.0,Male,Caucasian,F,0
29,0,2,0,0,1,7.0,Female,Caucasian,F,1
22,0,5,0,0,1,1.0,Male,African-American,F,1
22,0,9,0,0,3,1.0,Female,Caucasian,F,1
33,0,6,0,0,1,5.0,Female,Caucasian,M,1
54,0,3,0,0,3,1.0,Male,Caucasian,F,1
25,0,5,0,0,0,1.0,Female,African-American,F,1
52,0,1,0,0,0,1.0,Female,Hispanic,M,1
26,0,7,0,0,1,0.0,Female,African-American,F,0
26,0,6,0,0,0,1.0,Male,Caucasian,F,1
20,0,3,0,0,0,0.0,Male,Caucasian,M,0
58,0,3,0,0,10,3.0,Male,African-American,F,1
45,0,6,0,0,0,1.0,Male,African-American,F,1
68,0,1,0,0,0,3.0,Male,Hispanic,M,0
32,0,1,0,0,1,15.0,Male,Hispanic,F,0
53,0,1,0,0,15,1.0,Male,African-American,F,1
45,0,3,0,0,15,1.0,Male,African-American,F,1
32,0,2,0,0,4,0.0,Male,Caucasian,M,1
35,0,7,0,0,2,1.0,Male,African-American,M,0
23,0,5,0,0,3,1.0,Male,African-American,F,1
33,0,2,0,0,2,0.0,Female,African-American,F,0
40,0,1,0,0,1,76.0,Male,African-American,F,0
47,0,5,0,0,3,0.0,Male,African-American,F,1
32,0,2,0,1,4,1.0,Female,Caucasian,F,0
31,0,7,0,1,11,0.0,Male,African-American,F,1
27,0,3,0,0,3,1.0,Male,African-American,M,0
37,0,7,0,0,2,0.0,Male,African-American,F,0
36,1,10,2,0,14,1.0,Male,African-American,F,1
24,0,6,1,3,4,1.0,Male,African-American,F,1
22,0,7,0,0,2,511.0,Male,African-American,F,1
33,0,3,0,0,0,0.0,Male,African-American,F,0
34,0,1,0,0,0,0.0,Male,Hispanic,M,0
20,1,8,0,0,1,189.0,Male,Hispanic,F,1
34,0,5,0,0,1,1.0,Male,African-American,F,0
22,0,8,0,0,0,0.0,Male,African-American,F,0
36,0,9,0,0,4,144.0,Female,Caucasian,F,1
25,0,5,0,0,1,1.0,Female,African-American,F,0
61,0,2,0,0,20,1.0,Male,African-American,M,1
24,0,4,0,0,0,1.0,Female,African-American,F,0
57,0,1,0,0,0,1.0,Male,Other,F,0
42,0,3,0,0,6,1.0,Male,Other,M,0
29,0,9,0,0,0,1.0,Male,African-American,F,0
30,2,6,0,0,8,1.0,Male,African-American,F,0
26,0,8,0,0,11,150.0,Male,Native American,F,1
44,0,5,0,0,1,6.0,Female,Caucasian,M,0
54,0,1,0,0,9,3940.0,Male,African-American,M,0
26,0,4,0,0,9,1.0,Male,African-American,M,1
53,0,1,0,0,0,1.0,Female,Caucasian,M,0
57,0,4,0,0,10,0.0,Male,Other,F,1
55,0,1,0,0,1,1.0,Male,Caucasian,F,1
34,0,2,0,0,1,1.0,Male,African-American,F,0
54,0,1,0,0,0,1.0,Female,Caucasian,M,0
19,1,9,3,2,5,31.0,Male,Caucasian,M,1
30,0,9,0,0,9,1.0,Female,African-American,F,1
30,0,9,1,0,7,1.0,Male,African-American,F,1
31,0,9,0,0,19,1.0,Male,African-American,F,1
36,0,4,0,0,1,24.0,Male,Caucasian,F,1
22,0,9,0,0,1,1.0,Male,African-American,F,1
37,0,3,0,1,2,1.0,Male,Hispanic,M,0
26,0,5,0,0,3,27.0,Female,African-American,F,0
65,0,2,0,0,2,18.0,Male,African-American,M,1
51,0,3,0,0,7,62.0,Male,Caucasian,F,0
35,0,5,0,0,2,1.0,Male,Other,F,0
34,0,3,0,0,5,1.0,Female,African-American,F,0
35,0,6,0,0,29,101.0,Male,African-American,F,0
31,0,1,0,0,0,1.0,Female,African-American,M,0
32,0,5,0,0,1,1.0,Male,African-American,F,1
21,0,6,0,0,0,1.0,Male,Other,M,0
57,0,6,0,0,11,1.0,Male,African-American,F,0
27,0,5,0,0,6,1.0,Male,African-American,F,1
35,0,8,0,0,1,1.0,Male,African-American,F,0
37,0,2,0,0,3,1.0,Male,African-American,M,0
31,0,7,0,0,1,1.0,Male,African-American,M,0
61,0,1,0,0,1,5.0,Male,Caucasian,F,1
36,0,1,0,0,0,1.0,Male,Other,M,0
30,0,6,0,0,1,216.0,Female,Caucasian,M,0
30,0,6,1,0,4,1.0,Female,African-American,F,0
33,0,2,0,0,3,1.0,Male,African-American,M,1
57,0,1,0,0,2,1.0,Female,Caucasian,F,0
43,0,2,0,0,6,1.0,Male,Caucasian,M,1
25,0,2,0,0,1,0.0,Male,African-American,F,0
20,0,6,0,0,0,4.0,Male,African-American,F,0
52,0,7,0,0,6,1832.0,Female,Caucasian,M,0
31,0,5,0,0,1,1.0,Female,Caucasian,M,1
53,0,1,0,0,3,1.0,Male,Caucasian,F,1
27,0,2,0,0,0,0.0,Male,African-American,M,0
24,0,4,0,0,0,1.0,Male,African-American,F,0
45,0,3,0,0,1,1.0,Female,Caucasian,F,1
23,0,3,0,0,0,1.0,Male,African-American,F,0
39,0,3,0,0,1,4.0,Male,Caucasian,F,0
48,0,1,0,0,1,1.0,Male,Hispanic,M,0
28,0,10,8,2,12,1.0,Male,African-American,F,1
34,0,8,0,0,0,1.0,Male,African-American,F,1
24,0,3,0,0,3,27.0,Male,Other,F,1
24,0,8,0,0,0,3.0,Male,Hispanic,M,0
24,0,9,0,1,2,3.0,Female,Caucasian,F,0
21,0,7,0,0,3,8.0,Male,Caucasian,M,0
20,0,8,0,0,4,1.0,Female,Caucasian,F,1
28,0,7,0,0,14,1.0,Male,African-American,F,1
20,0,4,0,0,0,1.0,Male,African-American,M,0
27,0,2,0,0,0,0.0,Female,African-American,M,0
52,0,1,0,0,1,2.0,Male,African-American,M,1
19,3,8,0,0,2,21.0,Male,African-American,F,1
35,0,3,0,0,0,1.0,Female,African-American,F,1
36,0,3,0,0,3,95.0,Female,Caucasian,F,0
42,0,1,0,0,4,2009.0,Male,African-American,M,0
30,0,5,0,0,10,378.0,Male,Caucasian,F,1
39,0,3,0,0,3,2885.0,Female,Caucasian,F,0
22,0,6,1,0,1,1.0,Male,African-American,F,0
30,0,6,0,0,2,1.0,Male,African-American,F,1
27,0,1,0,0,0,1.0,Male,Other,M,0
20,0,10,0,3,2,1.0,Female,African-American,F,1
34,0,7,0,0,0,0.0,Male,African-American,M,1
44,0,8,0,0,1,1.0,Male,Caucasian,F,0
21,1,10,0,0,4,1.0,Male,Hispanic,F,1
59,0,8,0,0,8,24.0,Male,African-American,F,1
51,0,1,0,0,0,1.0,Male,Caucasian,M,0
38,0,1,0,0,0,2.0,Female,Hispanic,F,0
64,0,6,0,0,13,28.0,Male,African-American,M,0
29,0,9,0,0,0,1.0,Male,African-American,M,1
28,0,6,0,0,11,1.0,Male,Caucasian,F,0
21,0,6,0,1,2,1.0,Male,African-American,F,1
27,0,6,0,0,2,234.0,Male,African-American,F,0
21,0,4,0,0,0,4.0,Male,Other,F,1
34,0,4,0,0,4,1.0,Female,Caucasian,M,0
23,0,2,1,0,2,1.0,Male,African-American,F,0
25,0,5,0,0,4,170.0,Male,African-American,M,0
26,0,2,0,0,1,31.0,Female,Other,F,0
38,0,6,0,0,5,1.0,Female,Caucasian,F,1
27,0,4,1,0,1,1.0,Male,African-American,F,0
26,0,10,0,0,6,0.0,Male,African-American,M,1
40,0,10,0,0,5,483.0,Female,Caucasian,F,0
43,0,1,0,0,1,1.0,Male,Hispanic,M,1
46,0,1,0,0,0,0.0,Male,Caucasian,F,0
31,0,5,0,0,1,3.0,Male,Caucasian,F,0
29,0,4,0,0,6,1.0,Male,Caucasian,F,1
50,0,2,0,0,5,182.0,Female,African-American,F,0
27,0,6,0,0,0,0.0,Male,African-American,F,1
47,0,5,0,0,0,1.0,Male,African-American,M,0
29,0,6,0,0,6,93.0,Male,African-American,F,1
25,0,8,1,1,3,0.0,Male,African-American,M,1
37,0,1,0,0,0,1.0,Female,African-American,M,0
27,0,5,0,0,3,1.0,Female,African-American,M,1
29,0,2,0,0,1,0.0,Male,African-American,M,1
51,0,4,0,0,3,1.0,Male,Caucasian,F,0
52,0,5,0,0,7,1.0,Male,African-American,F,0
29,0,4,0,0,0,1.0,Male,Caucasian,M,1
22,0,4,0,0,1,0.0,Male,African-American,F,1
22,0,6,0,0,0,1.0,Male,Hispanic,F,0
26,0,2,0,0,1,0.0,Male,Caucasian,F,1
29,0,5,1,0,8,91.0,Male,Caucasian,F,1
19,0,9,0,0,0,1.0,Male,Other,M,1
22,0,3,0,0,1,67.0,Male,African-American,F,0
21,0,6,0,0,1,1.0,Male,African-American,F,0
22,0,6,0,0,0,2.0,Male,African-American,M,0
25,0,8,0,0,5,1.0,Male,African-American,M,1
23,0,6,0,0,1,1.0,Male,African-American,F,1
66,0,1,0,0,3,64.0,Male,Caucasian,F,0
19,0,4,0,0,1,1.0,Male,African-American,F,1
61,0,4,0,0,13,279.0,Male,African-American,F,1
21,0,9,0,0,0,1.0,Male,African-American,F,1
37,0,1,0,0,3,1.0,Male,Hispanic,F,1
31,0,5,0,0,1,1.0,Male,African-American,M,1
23,0,4,0,0,0,2.0,Female,Hispanic,M,0
74,0,1,0,0,0,1.0,Female,African-American,F,0
54,0,1,0,0,0,0.0,Male,African-American,M,1
42,1,9,0,0,7,0.0,Male,African-American,F,1
50,0,1,0,0,4,1.0,Male,African-American,F,1
36,0,1,0,0,1,1.0,Female,African-American,M,0
26,0,8,0,0,1,2.0,Female,Caucasian,F,1
56,0,1,0,0,1,22.0,Male,African-American,F,0
31,0,1,0,0,0,1.0,Male,Caucasian,F,0
33,0,6,0,0,4,1.0,Male,African-American,F,0
29,0,5,0,0,6,4.0,Male,Caucasian,F,1
24,0,9,2,0,6,1.0,Male,Caucasian,F,0
24,0,6,0,0,2,1.0,Female,African-American,F,1
26,1,9,0,0,10,1.0,Male,African-American,F,1
23,0,3,0,0,0,0.0,Male,African-American,M,1
46,0,1,0,0,5,93.0,Male,Caucasian,M,0
45,0,2,0,0,2,1.0,Male,Caucasian,M,0
37,0,6,0,0,5,29.0,Male,African-American,F,0
34,0,1,0,0,0,1.0,Male,Caucasian,M,0
39,0,2,0,0,4,0.0,Male,African-American,F,0
48,0,1,0,0,0,0.0,Male,Caucasian,M,0
23,0,4,0,0,0,0.0,Male,African-American,M,0
21,0,7,0,0,3,1.0,Male,African-American,F,1
23,0,2,0,0,2,1.0,Male,African-American,F,1
22,0,9,0,0,0,1.0,Male,Other,F,0
31,0,9,2,0,15,1.0,Male,African-American,F,1
32,0,2,0,0,1,1.0,Male,African-American,F,0
32,0,4,0,0,3,1.0,Male,African-American,F,0
29,0,4,0,0,6,1.0,Male,Other,F,1
27,0,2,0,0,1,41.0,Male,Hispanic,M,0
28,0,2,0,0,4,1.0,Male,African-American,M,1
35,0,1,0,0,2,15.0,Male,Hispanic,F,0
59,0,3,0,0,3,8.0,Male,African-American,F,0
25,1,9,4,0,10,1.0,Male,Hispanic,F,1
25,0,3,0,0,4,1.0,Male,African-American,M,1
76,0,1,0,0,0,3.0,Male,Asian,F,0
46,0,10,0,0,2,1.0,Female,African-American,F,1
52,0,3,0,0,23,220.0,Male,African-American,F,1
41,0,1,0,0,0,3.0,Female,Caucasian,M,0
50,0,1,0,0,1,1.0,Male,Caucasian,M,1
31,0,7,0,0,3,0.0,Male,Caucasian,M,0
27,0,3,0,0,2,1.0,Male,African-American,F,0
26,0,3,0,1,2,1.0,Male,Caucasian,F,1
22,0,3,0,0,0,1.0,Male,Caucasian,F,0
38,2,8,2,1,22,35.0,Male,African-American,F,1
38,0,9,0,0,19,4.0,Male,African-American,F,1
27,0,5,2,1,13,39.0,Male,Caucasian,F,1
37,0,8,0,0,11,0.0,Male,Caucasian,F,1
29,0,5,0,0,2,2.0,Male,Caucasian,M,0
29,0,2,0,0,0,1.0,Male,African-American,F,1
30,0,6,0,0,14,28.0,Male,African-American,F,1
29,0,3,0,0,0,3.0,Male,Caucasian,M,0
32,0,2,0,0,6,1.0,Male,Caucasian,F,1
35,0,2,0,0,0,1.0,Female,Hispanic,M,0
46,0,6,0,0,2,1.0,Male,African-American,M,0
25,0,4,0,0,4,6.0,Male,Caucasian,F,1
54,0,1,0,0,0,1.0,Male,African-American,F,0
24,0,10,0,0,6,1.0,Male,African-American,F,1
27,0,6,0,0,2,1.0,Male,African-American,F,0
22,0,4,0,0,2,36.0,Male,Caucasian,M,1
